,epidermal cell_Skin,endothelial cell_Fat,basal cell_Mammary_Gland,endothelial cell_Heart,bladder cell_Bladder,leukocyte_Heart,microglial cell_Brain_Myeloid,immature T cell_Thymus,B cell_Spleen,macrophage_Kidney,mesenchymal stem cell of adipose_Fat,fibroblast_Heart,endocardial cell_Heart,skeletal muscle satellite stem cell_Limb_Muscle,bladder urothelial cell_Bladder,skeletal muscle satellite cell_Limb_Muscle,basal cell of epidermis_Tongue,astrocyte_Brain_Non-Myeloid,keratinocyte_Tongue,granulocyte_Marrow,endothelial cell_Trachea,basophil_Marrow,keratinocyte stem cell_Skin,basal cell of epidermis_Skin,mesenchymal cell_Trachea,natural killer cell_Fat,stromal cell_Lung,lung endothelial cell_Lung,oligodendrocyte_Brain_Non-Myeloid,endothelial cell_Brain_Non-Myeloid,Slamf1-positive multipotent progenitor cell_Marrow,megakaryocyte-erythroid progenitor cell_Marrow,epithelial cell of large intestine_Large_Intestine,immature B cell_Marrow,Slamf1-negative multipotent progenitor cell_Marrow,large intestine goblet cell_Large_Intestine,pancreatic A cell_Pancreas,natural killer cell_Liver,stem cell of epidermis_Skin,neuron_Brain_Non-Myeloid,monocyte_Marrow,Brush cell of epithelium proper of large intestine_Large_Intestine,late pro-B cell_Marrow,naive B cell_Marrow,granulocyte monocyte progenitor cell_Marrow,immature T cell_Marrow,cardiac muscle cell_Heart,hepatocyte_Liver,myeloid cell_Fat,T cell_Spleen,endothelial cell_Kidney,leukocyte_Thymus,granulocytopoietic cell_Marrow,B cell_Fat,oligodendrocyte precursor cell_Brain_Non-Myeloid,common lymphoid progenitor_Marrow,macrophage_Brain_Myeloid,macrophage_Marrow,T cell_Fat,type B pancreatic cell_Pancreas,endothelial cell of hepatic sinusoid_Liver,myeloid cell_Lung,luminal epithelial cell of mammary gland_Mammary_Gland,macrophage_Spleen,B cell_Marrow,hematopoietic precursor cell_Marrow,kidney collecting duct epithelial cell_Kidney,pre-natural killer cell_Marrow,leukocyte_Pancreas,Bergmann glial cell_Brain_Non-Myeloid,precursor B cell_Marrow,macrophage_Limb_Muscle,Kupffer cell_Liver,pancreatic acinar cell_Pancreas,blood cell_Trachea,epithelial cell of proximal tubule_Kidney,enterocyte of epithelium of large intestine_Large_Intestine,pancreatic PP cell_Pancreas,brain pericyte_Brain_Non-Myeloid,mature natural killer cell_Marrow,epithelial cell_Trachea,pancreatic ductal cell_Pancreas,stromal cell_Mammary_Gland,endothelial cell_Pancreas,endothelial cell_Mammary_Gland,professional antigen presenting cell_Heart,monocyte_Lung,erythrocyte_Heart,immature natural killer cell_Marrow,pancreatic D cell_Pancreas,classical monocyte_Lung,B cell_Liver,B cell_Lung,leukocyte_Skin,enteroendocrine cell_Large_Intestine,DN1 thymic pro-T cell_Thymus,T cell_Lung,natural killer cell_Lung,epithelial cell of lung_Lung,pancreatic stellate cell_Pancreas,ciliated columnar cell of tracheobronchial tree_Lung,endothelial cell_Limb_Muscle,smooth muscle cell_Heart,regulatory T cell_Marrow,leukocyte_Kidney,leukocyte_Lung,mesenchymal stem cell_Limb_Muscle,immature NK T cell_Marrow,B cell_Limb_Muscle,lymphocyte_Limb_Muscle,T cell_Limb_Muscle
Foxo1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.615698987,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.173851073,NA,NA,NA,NA,1.452214286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255554149,NA,0.768888058,1.354313646,NA,NA,NA,NA,NA,NA,0.025519254,NA,NA,NA,NA,0.089801578,0.305665972,NA,0.221077493,NA,NA,NA,NA,NA,NA,NA,0.874756237,NA,NA,NA,NA,NA,NA,0.12544799,0.057649228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281241269,NA,NA,NA,NA,NA,0.612675101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368755354
Foxo3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01646739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441891146,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022510773,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016631895,NA,NA,NA,NA,0.035583672,0.036903378,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073467533,NA,NA,NA,NA,0.247973316,NA,0.035345764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foxo4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048223962,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01769029,NA,NA,NA,NA,NA,0.055688878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023450114,NA,NA,NA,NA,NA,NA,0.036271159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foxo6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00684591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000979167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foxp1,NA,NA,NA,NA,NA,NA,3.434975058,NA,2.993435562,NA,NA,NA,1.16369212,1.754181759,NA,4.009347221,NA,5.334116484,NA,0.943051015,NA,NA,NA,0.384666513,NA,NA,NA,NA,NA,NA,0.241841287,NA,NA,4.491448835,0.103734855,0.406092126,NA,NA,NA,NA,NA,NA,1.163924961,4.923401879,NA,0.544324158,1.91867108,1.066948689,0.395798414,NA,NA,NA,NA,NA,NA,0.03876166,NA,NA,NA,NA,0.295681393,0.197346076,NA,NA,1.506915825,NA,NA,NA,NA,NA,3.965569756,0.312353891,2.885405868,NA,NA,6.410590871,0.504097712,NA,0.146617928,0.126901423,NA,0.26010485,NA,NA,NA,NA,NA,2.480995402,NA,NA,0.18211422,1.250323551,5.897560705,NA,NA,NA,0.64174328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.538208273,NA,NA
Foxp2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053527727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017516337,NA,NA,NA,NA,0.037946521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002644689,NA,NA,NA,NA,0.021929994,NA,0.018557429,NA,NA,0.062835593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.157675071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foxp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000922497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010844697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00631282,0.012214364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303829644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394656799
Foxp4,NA,NA,NA,NA,NA,0.234289105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036492486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00986862,NA,NA,NA,NA,0.034872626,0.020754618,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027780411,NA,NA,NA,NA,0.111386611,NA,0.030445634,0.088720749,NA,0.061779667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578433053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foxq1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.46978893,NA,NA,NA,NA,NA,NA,NA,NA,0.629062268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156051622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017561857,NA,NA,NA,NA,NA,0.027164038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031005144,NA,0.024739717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foxr1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.303136983,NA,NA,NA,0.037287818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foxr2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000913924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foxs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004658307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000836779,NA,NA,NA,NA,NA,NA,4.472247852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.241423826,NA,NA,5.054459081,NA,NA,NA,NA,NA,NA,NA,NA
Fubp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044036318,NA,NA,NA,NA,NA,NA,0.170096332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098828666,NA,NA,NA,NA,0.07808485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150837729,NA,NA,NA,NA,0.374223142,NA,0.055931028,0.096666377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fubp3,NA,NA,NA,NA,NA,NA,NA,NA,1.213508525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213631827,NA,NA,NA,0.162950658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144534316,NA,NA,0.311239926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063919336,NA,NA,NA,NA,0.057549405,NA,0.049977361,0.119422189,NA,0.087407189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.313749591,NA,NA,NA,NA,NA,NA,0.449363201,NA,NA
Gabpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026979961,NA,0.243322264,NA,NA,NA,NA,NA,NA,NA,0.017856097,NA,NA,NA,NA,0.049673114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052603158,NA,NA,NA,NA,0.024455961,NA,NA,0.042624735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabpb1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067063513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734426748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044895792,NA,0.051439111,0.0425923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222093687
Gabpb2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204991774,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035634,NA,NA,NA,NA,NA,0.14198863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017563737,NA,0.050911426,0.085707084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gata1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22.42585475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003717588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004335107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gata2,NA,NA,NA,1.806464787,NA,0.467665231,NA,NA,NA,NA,NA,NA,9.579464806,NA,NA,NA,NA,NA,NA,NA,NA,15.89660853,NA,0.034214648,NA,NA,NA,17.91626206,NA,NA,NA,12.52236868,NA,NA,1.506131621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024265815,NA,NA,NA,NA,2.015954284,NA,NA,NA,NA,0.951580632,NA,NA,NA,NA,0.080515125,0.107992283,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023944571,NA,NA,NA,NA,0.01963453,NA,NA,0.02730696,NA,0.029205393,NA,NA,NA,NA,NA,NA,NA,NA,0.077477956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gata3,25.38746154,NA,NA,NA,NA,NA,NA,0.568325434,NA,NA,NA,NA,NA,NA,13.14898838,NA,NA,NA,0.60667468,NA,NA,NA,3.473671091,7.397207325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.79624617,NA,NA,NA,NA,NA,NA,0.494259426,NA,NA,0.068576708,NA,NA,NA,NA,NA,NA,0.010280918,NA,NA,NA,NA,0.110291207,0.073698127,6.233638441,0.644605601,1.207105381,NA,NA,NA,NA,NA,NA,0.150231962,NA,NA,NA,NA,0.179436021,NA,0.100140608,0.460205582,NA,0.157050644,NA,NA,NA,NA,NA,NA,NA,NA,0.11752174,NA,NA,NA,NA,5.244276615,2.908403156,NA,0.231146564,NA,NA,NA,NA,12.45692147,NA,NA,NA,NA,NA,NA,0.294612135
Gata4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571057087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005953497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.648782228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.676101413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01402347,NA,NA,NA,NA,0.010614885,NA,0.064888919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396260541,NA,NA,NA,NA,NA,NA,NA,NA
Gata5,NA,NA,NA,NA,2.822383861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005203526,NA,0.008408517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gata6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774817155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044872541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177441501,0.151356163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017598237,NA,NA,0.166591351,NA,NA,NA,NA,NA,NA,0.05073473,NA,NA,NA,NA,0.194944172,0.077508116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033290464,NA,NA,NA,NA,0.073521311,NA,0.17050306,0.005488201,NA,2.489744762,NA,NA,NA,NA,NA,NA,NA,NA,0.099706335,NA,NA,NA,NA,NA,NA,NA,0.387671186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gatad1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161690659,NA,NA,NA,0.254242463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123341659,NA,NA,0.347186875,NA,NA,NA,NA,2.067156551,NA,0.184191839,NA,NA,NA,NA,0.096573464,NA,NA,0.189250309,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.843388514,NA,NA,0.098323245,NA,0.092941784,0.147566337,NA,0.137754892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156212686,0.280117806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729993149,NA,0.321249724
Gatad2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002459184,NA,NA,NA,NA,0.047161226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083615762,NA,NA,NA,NA,NA,NA,0.034078905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gbx2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.208823898,NA,NA,NA,0.14112739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02132089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.002853889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gcm1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gcm2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gfi1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25429038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121883851,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072751227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095198345,NA,0,0.053173228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gli1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003384005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013938804,NA,0.022844409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gli2,NA,NA,NA,NA,3.389933215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02575799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002932526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020688156,NA,0.028791877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gli3,NA,NA,NA,NA,NA,0.15533337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017292214,NA,NA,NA,NA,NA,0.025895223,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017646676,NA,NA,NA,NA,NA,NA,0.033374986,5.00E-04,NA,0.042604371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.442238042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glis1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017921545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002811899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glis2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03586614,1.200807805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009670761,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007010977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018176434,NA,NA,NA,NA,NA,NA,NA,0.003707147,NA,0.134317795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
